"survey","survey-1","process","I started to think more about associations and the sentiment. It wasn't as random.","survey","survey-2","useTechniques","I really like the associations. I noticed that humor is about making creative connections. ","survey","survey-3","useful","The brainstorming initially using the techniques. To start I didn't know even how to begin thinking of a joke.","survey","survey-4","notuseful","It was well strcutured!","survey","survey-5","recomment","Yes.","survey","survey-6","age","20","survey","survey-6","field","engineering","survey","survey-6","gender","female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nrb95uSP9S5iNiuB3","1445016349979","9pjEwsqvTinGwHw7g"
"survey","survey-1","process","Although it was interesting to try to break apart joke writing, the technique wasn't successful for me","survey","survey-2","useTechniques","I tried to use the associative technique, as well as violating a reader's expectations.","survey","survey-3","useful","It was useful to try to break joke writing down into manageable chunks.","survey","survey-4","notuseful","Although the technique seemed promising, it didn't produce good results (at least from me).","survey","survey-5","recomment","Sadly, no, I don't think it made a difference for me.","survey","survey-6","age","25","survey","survey-6","field","Computer Science","survey","survey-6","gender","male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NpnZzdoNw46RcGSma","1444845520334","F2uXGuhZE7e5JiEgn"
"survey","survey-1","process","It did not. In fact, I actively learned how *not* to think about writing jokes.","survey","survey-2","useTechniques","Absolutely not. If I had, I believe it would have made everything feel forced and kitschy.","survey","survey-3","useful","Dissecting jokes?","survey","survey-4","notuseful","Most of it. Frankly, I think this oversimplifies the comedic process.","survey","survey-5","recomment","If my friend had a complete lack of comedic sensibility, yes. This is not for people with any semblance of comedic prowess.","survey","survey-6","age","20","survey","survey-6","field","engineering","survey","survey-6","gender","male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PBjiC8wdBDGrGmMBj","1445060435926","Gy9y4BigLAraZcZrj"
"survey","survey-1","process","I was more informed of how I can write jokes
","survey","survey-2","useTechniques","Yes, associations was great. It's really good for parodies","survey","survey-3","useful","Showing examples","survey","survey-4","notuseful","Going through the same examples -- I wanted to try my new skills on new headlines","survey","survey-5","recomment","maybe -- if it weren't so long.","survey","survey-6","age","22","survey","survey-6","field","engineering","survey","survey-6","gender","male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","zB77sq4xBousNCAqG","1444789336279","JjniyYJR3RLjY3vjK"
"survey","survey-1","process","After using HumorTools I had a better understanding for how to break a joke down into pieces. That gave me solid tools to use rather than just trying to be creative.","survey","survey-2","useTechniques","Aspect: This was the easiest for me. Identifying potential subjects of the joke led into the other steps.
I feel like I combined the associations, beliefs and violations steps together somewhat. At least the latter two were a filter on the type of associations that I came up with.","survey","survey-3","useful","Breaking down jokes into logical steps. I think it was helpful to see actual jokes being broken down. It was also helpful to have a chance to provide an answer during the exercises before revealing possible solutions.","survey","survey-4","notuseful","I felt like maybe there were too much repetition and I didn't really get how some of the steps were different from each other. If there was a way to condense it into fewer, that might have helped me remember the purpose of each step.","survey","survey-5","recomment","Definitely.","survey","survey-6","age","26","survey","survey-6","field","HCI","survey","survey-6","gender","male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","RZMTe5L6nnjt2NHed","1444757284036","KbDbXnNjvozQ9EP6o"
"survey","survey-1","process","It is much more methodical than it was before. ","survey","survey-2","useTechniques","Basically all of them. Mostly I listed beliefs and expected reactions and found violations through that. ","survey","survey-3","useful","The idea of finding violations is super easy and ends up being funny most of the time. ","survey","survey-4","notuseful","The idea of associations didn't seek like something that needed to be taught. ","survey","survey-5","recomment","Yes","survey","survey-6","age","18","survey","survey-6","field","unknown","survey","survey-6","gender","male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","qxj7aTqbiFX8jdzsA","1444900710975","PXKWv4fT5zhYYFRXQ"
"survey","survey-1","process","Using the process taught in the tutorial caused me to take longer to write jokes, but the ways in which I approached the process which far more systematic.","survey","survey-2","useTechniques","I tried to use all of the techniques taught to some degree, but by far the most useful technique was ""Associations"" and ""Violations.""","survey","survey-3","useful","This process helps me to search the possible space of relevant material before making a joke. This is useful if after a reading the headline, a joke is not immediately apparent. ","survey","survey-4","notuseful","I didn't find much of a difference in explicitly stating the beliefs involved in a headline. ","survey","survey-5","recomment","I would. I can't say whether or not my competency in writing jokes has changed one way or another, but I have many friends who are interested in joke writing and would love to see a unique approach to the process. ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1444679654631","Y8RBqjQxwvPDydGu4"
"survey","survey-1","process","Saw what not to do ","survey","survey-2","useTechniques","No ","survey","survey-3","useful","Nothing","survey","survey-4","notuseful","All ","survey","survey-5","recomment","No, definitely not. Convoluted, pretentious, and cumbersome. Far better to read Onion articles or watch Daily show/ john oliver . ","survey","survey-6","age","21","survey","survey-6","field","humanities ","survey","survey-6","gender","female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","kQbvmcsz4ZMjwRfwZ","1445006066453","YgcK3RiMM2W46GjzC"
"survey","survey-1","process","I think I used very much the same process in my mind -- it was a very natural process from the beginning and this just helped me visualize and make sense of it better, but I don't think it necessarily improved my humor. Also, this survey has fried my brain so I think by the end I couldn't really make jokes to my best effort, though I do think they were better than my original jokes.","survey","survey-2","useTechniques","I definitely used angle and sarcasm, and the two connections. I feel like sarcasm and angle are the most significant part of the art of joke crafting. The two connections are pretty important as well because if you only have one connection, for example, the reader might be lost on what the joke is referencing.","survey","survey-3","useful","I think seeing examples of other people's humor was more useful to me than the breaking up and explanations of the jokes. But I might be wrong about that. Everything about humor is rather intuitive and in my opinion it's more about practice than about learning a set of vocabulary or a specific ordered process. But maybe that's just me.","survey","survey-4","notuseful","Much of the interactive filling in the blanks seemed very repetitive.","survey","survey-5","recomment","Yes, if it is condensed and made more interactive / entertaining / (honestly a little funnier, not that it wasn't funny but if it's HILARIOUS that would make for a more fun experience and would give a good reason to actually complete the course)","survey","survey-6","age","","survey","survey-6","field","Marketing / psychology","survey","survey-6","gender","female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NKu3B2n8Kt93koopj","1444976362646","Z4Es8CYXtsgNgzuH8"
"survey","survey-1","process","I mostly focused on sarcastic jokes before or non-sequiturs ","survey","survey-2","useTechniques","Yes, the aspect and association techniques were useful for brainstorming new angles.  The violations, beliefs, and expected reactions seemed kind of obvious when writing jokes though but I could have misunderstood these.","survey","survey-3","useful","It was fun practice trying to write jokes and think about different ways to generate them.","survey","survey-4","notuseful","- I wished the joke prompts changed more.
- Some of the categories weren't entire clear to me.  I got the general theme but wasn't sure whether there were other options I could use.","survey","survey-5","recomment","Maybe for the person wanting to learn more about the theory of jokes.  I think it would be too complex for someone who wasn't looking for how to write jokes.","survey","survey-6","age","","survey","survey-6","field","engineering","survey","survey-6","gender","male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MYHMxGykWPShxPmjt","1445038216741","bMFwwS6qMudLdCFw2"
